Subject,Start Date,Start Time,End Date,End Time,Description,Location
ENEL301 TutA,09/08/2016,02:00 PM,09/08/2016,03:00 PM,"Fundamentals of Engineering Economics and Management ::  Rutter,KA", Otakaro 146 L1
ENEL301 TutA,09/15/2016,02:00 PM,09/15/2016,03:00 PM,"Fundamentals of Engineering Economics and Management ::  Rutter,KA", Otakaro 146 L1
ENEL301 TutA,09/22/2016,02:00 PM,09/22/2016,03:00 PM,"Fundamentals of Engineering Economics and Management ::  Rutter,KA", Otakaro 146 L1
ENEL301 TutA,09/29/2016,02:00 PM,09/29/2016,03:00 PM,"Fundamentals of Engineering Economics and Management ::  Rutter,KA", Otakaro 146 L1
ENEL301 TutA,10/06/2016,02:00 PM,10/06/2016,03:00 PM,"Fundamentals of Engineering Economics and Management ::  Rutter,KA", Otakaro 146 L1
SENG301 ComA,02/23/2016,09:00 AM,02/23/2016,11:00 AM,"Software Engineering II :: Mathews,MM", Erskine 136 Lab 4
SENG301 ComA,03/01/2016,09:00 AM,03/01/2016,11:00 AM,"Software Engineering II ::  Churcher,NI", Erskine 136 Lab 4
SENG301 ComA,03/08/2016,09:00 AM,03/08/2016,11:00 AM,"Software Engineering II ::  Churcher,NI", Erskine 136 Lab 4
SENG301 ComA,03/15/2016,09:00 AM,03/15/2016,11:00 AM,"Software Engineering II ::  Churcher,NI", Erskine 136 Lab 4
SENG301 ComA,04/05/2016,09:00 AM,04/05/2016,11:00 AM,"Software Engineering II ::  Churcher,NI", Erskine 136 Lab 4
SENG301 ComA,05/03/2016,09:00 AM,05/03/2016,11:00 AM,"Software Engineering II :: Mathews,MM", Erskine 136 Lab 4
SENG301 ComA,05/10/2016,09:00 AM,05/10/2016,11:00 AM,"Software Engineering II ::  Churcher,NI", Erskine 136 Lab 4
SENG301 ComA,05/17/2016,09:00 AM,05/17/2016,11:00 AM,"Software Engineering II ::  Churcher,NI", Erskine 136 Lab 4
SENG301 ComA,05/24/2016,09:00 AM,05/24/2016,11:00 AM,"Software Engineering II ::  Churcher,NI", Erskine 136 Lab 4
SENG301 LecA,02/22/2016,09:00 AM,02/22/2016,10:00 AM,"Software Engineering II :: Mathews,MM", A5 Lecture Theatre
SENG301 LecA,02/29/2016,09:00 AM,02/29/2016,10:00 AM,"Software Engineering II ::  Churcher,NI", A5 Lecture Theatre
SENG301 LecA,03/07/2016,09:00 AM,03/07/2016,10:00 AM,"Software Engineering II ::  Churcher,NI", A5 Lecture Theatre
SENG301 LecA,03/14/2016,09:00 AM,03/14/2016,10:00 AM,"Software Engineering II ::  Churcher,NI", A5 Lecture Theatre
SENG301 LecA,04/04/2016,09:00 AM,04/04/2016,10:00 AM,"Software Engineering II ::  Churcher,NI", A5 Lecture Theatre
SENG301 LecA,05/02/2016,09:00 AM,05/02/2016,10:00 AM,"Software Engineering II :: Mathews,MM", A5 Lecture Theatre
SENG301 LecA,05/09/2016,09:00 AM,05/09/2016,10:00 AM,"Software Engineering II ::  Churcher,NI", A5 Lecture Theatre
SENG301 LecA,05/16/2016,09:00 AM,05/16/2016,10:00 AM,"Software Engineering II ::  Churcher,NI", A5 Lecture Theatre
SENG301 LecA,05/23/2016,09:00 AM,05/23/2016,10:00 AM,"Software Engineering II ::  Churcher,NI", A5 Lecture Theatre
SENG301 LecB,02/26/2016,03:00 PM,02/26/2016,04:00 PM,"Software Engineering II :: Mathews,MM", F3 Lecture Theatre
SENG301 LecB,03/04/2016,03:00 PM,03/04/2016,04:00 PM,"Software Engineering II ::  Churcher,NI", F3 Lecture Theatre
SENG301 LecB,03/11/2016,03:00 PM,03/11/2016,04:00 PM,"Software Engineering II ::  Churcher,NI", F3 Lecture Theatre
SENG301 LecB,04/01/2016,03:00 PM,04/01/2016,04:00 PM,"Software Engineering II :: Mathews,MM", F3 Lecture Theatre
SENG301 LecB,05/06/2016,03:00 PM,05/06/2016,04:00 PM,"Software Engineering II :: Mathews,MM", F3 Lecture Theatre
SENG301 LecB,05/13/2016,03:00 PM,05/13/2016,04:00 PM,"Software Engineering II ::  Churcher,NI", F3 Lecture Theatre
SENG301 LecB,05/20/2016,03:00 PM,05/20/2016,04:00 PM,"Software Engineering II ::  Churcher,NI", F3 Lecture Theatre
SENG301 LecB,05/27/2016,03:00 PM,05/27/2016,04:00 PM,"Software Engineering II ::  Churcher,NI", F3 Lecture Theatre
SENG302 ComA,02/26/2016,09:00 AM,02/26/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
SENG302 ComA,03/04/2016,09:00 AM,03/04/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,03/11/2016,09:00 AM,03/11/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,04/01/2016,09:00 AM,04/01/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
SENG302 ComA,05/06/2016,09:00 AM,05/06/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
SENG302 ComA,05/13/2016,09:00 AM,05/13/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,05/20/2016,09:00 AM,05/20/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,05/27/2016,09:00 AM,05/27/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,07/15/2016,09:00 AM,07/15/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
SENG302 ComA,07/22/2016,09:00 AM,07/22/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,07/29/2016,09:00 AM,07/29/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,08/05/2016,09:00 AM,08/05/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,08/12/2016,09:00 AM,08/12/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,09/09/2016,09:00 AM,09/09/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
SENG302 ComA,09/16/2016,09:00 AM,09/16/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,09/23/2016,09:00 AM,09/23/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComA,10/14/2016,09:00 AM,10/14/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
SENG302 ComB,02/26/2016,01:00 PM,02/26/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
SENG302 ComB,03/04/2016,01:00 PM,03/04/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,03/11/2016,01:00 PM,03/11/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,04/01/2016,01:00 PM,04/01/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
SENG302 ComB,05/06/2016,01:00 PM,05/06/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
SENG302 ComB,05/13/2016,01:00 PM,05/13/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,05/20/2016,01:00 PM,05/20/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,05/27/2016,01:00 PM,05/27/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,07/15/2016,01:00 PM,07/15/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
SENG302 ComB,07/22/2016,01:00 PM,07/22/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,07/29/2016,01:00 PM,07/29/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,08/05/2016,01:00 PM,08/05/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,08/12/2016,01:00 PM,08/12/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,09/09/2016,01:00 PM,09/09/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
SENG302 ComB,09/16/2016,01:00 PM,09/16/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,09/23/2016,01:00 PM,09/23/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 ComB,10/14/2016,01:00 PM,10/14/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
SENG302 LecA,07/11/2016,09:00 AM,07/11/2016,11:00 AM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
SENG302 LecA,07/18/2016,09:00 AM,07/18/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,07/25/2016,09:00 AM,07/25/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,08/01/2016,09:00 AM,08/01/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,08/08/2016,09:00 AM,08/08/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,09/05/2016,09:00 AM,09/05/2016,11:00 AM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
SENG302 LecA,09/12/2016,09:00 AM,09/12/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,09/19/2016,09:00 AM,09/19/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,09/26/2016,09:00 AM,09/26/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,10/03/2016,09:00 AM,10/03/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,02/22/2016,11:00 AM,02/22/2016,01:00 PM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
SENG302 LecA,02/29/2016,11:00 AM,02/29/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,03/07/2016,11:00 AM,03/07/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,03/14/2016,11:00 AM,03/14/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,04/04/2016,11:00 AM,04/04/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,05/02/2016,11:00 AM,05/02/2016,01:00 PM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
SENG302 LecA,05/09/2016,11:00 AM,05/09/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,05/16/2016,11:00 AM,05/16/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecA,05/23/2016,11:00 AM,05/23/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
SENG302 LecB,10/07/2016,09:00 AM,10/07/2016,05:00 PM,Software Engineering Group Project :: No item, Kirkwood KE04
SENG302 TutA,02/22/2016,03:00 PM,02/22/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
SENG302 TutA,02/29/2016,03:00 PM,02/29/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,03/07/2016,03:00 PM,03/07/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,03/14/2016,03:00 PM,03/14/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,04/04/2016,03:00 PM,04/04/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,05/02/2016,03:00 PM,05/02/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
SENG302 TutA,05/09/2016,03:00 PM,05/09/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,05/16/2016,03:00 PM,05/16/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,05/23/2016,03:00 PM,05/23/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,07/11/2016,03:00 PM,07/11/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
SENG302 TutA,07/18/2016,03:00 PM,07/18/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,07/25/2016,03:00 PM,07/25/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,08/01/2016,03:00 PM,08/01/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,08/08/2016,03:00 PM,08/08/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,09/05/2016,03:00 PM,09/05/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
SENG302 TutA,09/12/2016,03:00 PM,09/12/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,09/19/2016,03:00 PM,09/19/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,09/26/2016,03:00 PM,09/26/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG302 TutA,10/03/2016,03:00 PM,10/03/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
SENG365 ComA,02/25/2016,03:00 PM,02/25/2016,05:00 PM,"Web Computing Architectures :: Rainer,A", Erskine 136 Lab 4
SENG365 ComA,03/03/2016,03:00 PM,03/03/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 ComA,03/10/2016,03:00 PM,03/10/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 ComA,03/17/2016,03:00 PM,03/17/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 ComA,03/24/2016,03:00 PM,03/24/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 ComA,03/31/2016,03:00 PM,03/31/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 ComA,05/05/2016,03:00 PM,05/05/2016,05:00 PM,"Web Computing Architectures :: Rainer,A", Erskine 136 Lab 4
SENG365 ComA,05/12/2016,03:00 PM,05/12/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 ComA,05/19/2016,03:00 PM,05/19/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 ComA,05/26/2016,03:00 PM,05/26/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
SENG365 LecA,02/22/2016,01:00 PM,02/22/2016,02:00 PM,"Web Computing Architectures :: Young,TJ", Erskine 031 Lecture Theatre
SENG365 LecA,02/29/2016,01:00 PM,02/29/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
SENG365 LecA,03/07/2016,01:00 PM,03/07/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
SENG365 LecA,03/14/2016,01:00 PM,03/14/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
SENG365 LecA,04/04/2016,01:00 PM,04/04/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
SENG365 LecA,05/02/2016,01:00 PM,05/02/2016,02:00 PM,"Web Computing Architectures :: Young,TJ", Erskine 031 Lecture Theatre
SENG365 LecA,05/09/2016,01:00 PM,05/09/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
SENG365 LecA,05/16/2016,01:00 PM,05/16/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
SENG365 LecA,05/23/2016,01:00 PM,05/23/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
SENG365 LecB,02/25/2016,11:00 AM,02/25/2016,12:00 PM,"Web Computing Architectures :: Young,TJ", A4 Lecture Theatre
SENG365 LecB,03/03/2016,11:00 AM,03/03/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 LecB,03/10/2016,11:00 AM,03/10/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 LecB,03/17/2016,11:00 AM,03/17/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 LecB,03/24/2016,11:00 AM,03/24/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 LecB,03/31/2016,11:00 AM,03/31/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 LecB,05/05/2016,11:00 AM,05/05/2016,12:00 PM,"Web Computing Architectures :: Young,TJ", A4 Lecture Theatre
SENG365 LecB,05/12/2016,11:00 AM,05/12/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 LecB,05/19/2016,11:00 AM,05/19/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 LecB,05/26/2016,11:00 AM,05/26/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
SENG365 TesA,03/31/2016,05:00 PM,03/31/2016,07:00 PM,Web Computing Architectures :: No item, Erskine 134 Lab 3
